periodico,news_date,year,month,day,page,ed,evento,event_code,ubicacion,has_sequia,agrocultura,ganaderia,hidrologia,energia,latitud,longitud
extremadura,13/05/1950,1950,5,13,6,,Sequía,S,Provincia de Cáceres,True,1,0,0,0,,
extremadura,15/05/1950,1950,5,15,3,,,S,Cáceres,True,0,1,0,0,39.47753910519658,-6.377428325189714
extremadura,17/05/1950,1950,5,17,3,,,,,False,0,0,0,0,,
extremadura,19/05/1950,1950,5,19,2,,,,,False,0,0,0,0,,
extremadura,19/05/1950,1950,5,19,3,,Lluvia,F,Aldea de Trujillo,True,0,0,0,0,39.56402162733083,-5.910268827952342
hoy,27/05/1950,1950,5,27,28,SUP,,S,Jerez de los Caballeros,True,1,0,0,0,38.32157904136018,-6.77125396533409
extremadura,01/06/1950,1950,6,1,16,,Sequía,S,Trujillo,True,0,0,1,0,39.45888638575288,-5.876389783097755
hoy,02/06/1950,1950,6,2,6,BAD,,,,False,0,0,0,0,,
hoy,08/06/1950,1950,6,8,5,BAD,,S,"Extremadura, Andalucía",True,0,0,0,0,,
extremadura,27/06/1950,1950,6,27,3,,,,,False,0,0,0,0,,
extremadura,08/08/1950,1950,8,8,4,,,,,False,0,0,0,0,,
extremadura,21/08/1950,1950,8,21,3,,Sequía,S,Cáceres,True,0,1,0,0,39.47753910519658,-6.377428325189714
extremadura,09/09/1950,1950,9,9,3,,,S,Arroyo de la Luz,True,0,0,1,0,39.48424151476158,-6.583900547775354
hoy,09/09/1950,1950,9,9,5,BAD,,,,False,0,0,0,0,,
hoy,13/09/1950,1950,9,13,7,CAC,,S,Zafra,True,0,0,0,0,38.42187307146895,-6.416697978031944
hoy,14/09/1950,1950,9,14,3,BAD,,,,False,0,0,0,0,,
hoy,21/09/1950,1950,9,21,5,BAD,sequía,S,Extremadura,True,1,0,0,0,,
extremadura,28/09/1950,1950,9,28,8,,,,,False,0,0,0,0,,
hoy,05/10/1950,1950,10,5,10,BAD,,S,Zafra,True,0,0,0,0,38.42187307146895,-6.416697978031944
hoy,07/10/1950,1950,10,7,6,CAC,,,,False,0,0,0,0,,
hoy,08/10/1950,1950,10,8,3,BAD,,,,False,0,0,0,0,,
hoy,11/10/1950,1950,10,11,6,CAC,,,,False,0,0,0,0,,
hoy,20/10/1950,1950,10,20,4,CAC,sequía,S,Zahinos,True,0,0,0,0,38.33155821023243,-6.953137496204532
hoy,21/10/1950,1950,10,21,4,BAD,sequía,S,Higuera de Vargas,True,0,0,0,0,38.44433667601138,-6.973584904071192
hoy,04/11/1950,1950,11,4,1,BAD,,,,False,0,0,0,0,,
hoy,07/11/1950,1950,11,7,3,BAD,,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
extremadura,14/11/1950,1950,11,14,1,,,,,False,0,0,0,0,,
extremadura,18/11/1950,1950,11,18,3,,,S,Hervás,True,0,0,0,0,40.2729367154098,-5.858512295669394
extremadura,22/11/1950,1950,11,22,1,,,,,False,0,0,0,0,,
extremadura,24/11/1950,1950,11,24,2,,,S,Malpartida de Cáceres,True,0,1,0,0,39.44606886667186,-6.505515540984494
hoy,05/12/1950,1950,12,5,1,BAD,sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
hoy,06/12/1950,1950,12,6,5,BAD,,,,False,0,0,0,0,,
hoy,07/01/1951,1951,1,7,2,CAC,,,,False,0,0,0,0,,
hoy,17/01/1951,1951,1,17,4,CAC,,S,Barcarrota,True,1,0,0,0,38.51546498704721,-6.849414009339235
hoy,12/08/1951,1951,8,12,2,BAD,,,,False,0,0,0,0,,
hoy,31/08/1951,1951,8,31,1,BAD,sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
extremadura,08/04/1952,1952,4,8,1,,,,,False,0,0,0,0,,
extremadura,26/04/1952,1952,4,26,5,,,S,Plasencia,True,0,0,0,0,40.03535535252543,-6.089134757182878
extremadura,05/05/1952,1952,5,5,3,,,,,False,0,0,0,0,,
extremadura,27/05/1952,1952,5,27,4,,,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,10/06/1952,1952,6,10,3,,,S,Plasencia,True,0,0,0,0,40.03535535252543,-6.089134757182878
extremadura,23/06/1952,1952,6,23,1,,,,,False,0,0,0,0,,
hoy,06/11/1952,1952,11,6,4,CAC,,,,False,0,0,0,0,,
extremadura,12/11/1952,1952,11,12,4,,,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,18/11/1952,1952,11,18,4,CAC,sequía,S,Cabeza la Vaca,True,1,0,0,0,38.08575918703869,-6.419344251114348
extremadura,27/11/1952,1952,11,27,2,,,,,False,0,0,0,0,,
hoy,10/03/1953,1953,3,10,1,CAC,sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
extremadura,11/03/1953,1953,3,11,3,,,,,False,0,0,0,0,,
extremadura,12/03/1953,1953,3,12,1,,,S,Coria,True,1,0,0,0,39.98807734718899,-6.536615926256122
hoy,13/03/1953,1953,3,13,4,BAD,,,,False,0,0,0,0,,
extremadura,18/03/1953,1953,3,18,3,,Lluvia,S,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,22/03/1953,1953,3,22,1,CAC,sequía,S,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
hoy,27/03/1953,1953,3,27,4,BAD,,,,False,0,0,0,0,,
extremadura,31/03/1953,1953,3,31,2,,,,,False,0,0,0,0,,
extremadura,01/04/1953,1953,4,1,1,,,,,False,0,0,0,0,,
extremadura,02/04/1953,1953,4,2,2,,Sequía,S,Brozas,True,0,0,0,0,39.61234132301401,-6.778565289568476
extremadura,04/04/1953,1953,4,4,4,,Sequía,S,Cáceres,True,0,1,0,0,39.47753910519658,-6.377428325189714
hoy,05/04/1953,1953,4,5,1,BAD,,,,False,0,0,0,0,,
extremadura,06/04/1953,1953,4,6,1,,,,,False,0,0,0,0,,
hoy,22/04/1953,1953,4,22,1,BAD,,S,Castilblanco,True,0,0,1,0,39.28522070150344,-5.089872970248981
extremadura,24/04/1953,1953,4,24,2,,,S,"Extremadura, España",True,0,0,0,0,,
extremadura,27/04/1953,1953,4,27,6,,,,,False,0,0,0,0,,
hoy,13/08/1953,1953,8,13,4,BAD,,,,False,0,0,0,0,,
hoy,30/08/1953,1953,8,30,4,CAC,sequía,S,Madrigalejo,True,1,0,0,0,39.13619959423238,-5.629582467826472
extremadura,01/09/1953,1953,9,1,3,,,S,Valencia de Alcántara,True,0,1,0,0,39.41026172958824,-7.244173555257091
extremadura,05/09/1953,1953,9,5,1,,,S,La Vera,True,0,1,0,0,28.39538652504952,-16.555140535456733
extremadura,08/09/1953,1953,9,8,1,,,,,False,0,0,0,0,,
extremadura,08/09/1953,1953,9,8,4,,,,,False,0,0,0,0,,
extremadura,15/09/1953,1953,9,15,3,,,S,Malpartida de Cáceres,True,0,0,0,0,39.44606886667186,-6.505515540984494
hoy,15/09/1953,1953,9,15,8,BAD,,,,False,0,0,0,0,,
hoy,18/09/1953,1953,9,18,5,BAD,,S,Ribera del Fresno,True,0,0,0,0,38.55272384050062,-6.239432169970041
extremadura,19/09/1953,1953,9,19,1,,,S,"Extremadura, España",True,1,0,0,0,,
hoy,19/09/1953,1953,9,20,6,BAD,sequía,,Cabeza del Buey,True,0,0,0,0,38.72344255696252,-5.218974555781275
hoy,23/09/1953,1953,9,23,4,BAD,,S,Ribera del Fresno,True,0,0,0,0,38.55272384050062,-6.239432169970041
hoy,23/09/1953,1953,9,23,6,BAD,,,,False,0,0,0,0,,
hoy,27/09/1953,1953,9,27,1,CAC,,,,False,0,0,0,0,,
extremadura,28/09/1953,1953,9,28,8,,,S,Cáceres,True,0,1,0,0,39.47753910519658,-6.377428325189714
extremadura,29/09/1953,1953,9,29,2,,,,,False,0,0,0,0,,
extremadura,29/09/1953,1953,9,29,3,,,,,False,0,0,0,0,,
extremadura,29/09/1953,1953,9,29,4,,,,,False,0,0,0,0,,
extremadura,06/10/1953,1953,10,6,3,,,S,Malpartida de Cáceres,True,0,0,0,0,39.44606886667186,-6.505515540984494
extremadura,26/10/1953,1953,10,26,3,,,,,False,0,0,0,0,,
hoy,02/03/1954,1954,3,2,5,BAD,,,,False,0,0,0,0,,
hoy,04/03/1954,1954,3,4,5,BAD,sequía,,Castuera,True,1,1,0,0,38.72435378925819,-5.545060273541743
extremadura,05/08/1954,1954,8,5,1,,Sequía,,Granja de Torrehermosa,True,0,0,1,0,38.309434946037456,-5.596554823533248
extremadura,28/08/1954,1954,8,28,2,,,,,False,0,0,0,0,,
extremadura,15/09/1954,1954,9,15,2,,Lluvia,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,25/09/1954,1954,9,25,3,,,,,False,0,0,0,0,,
extremadura,02/10/1954,1954,10,2,1,,,,,False,0,0,0,0,,
extremadura,08/10/1954,1954,10,8,2,,Lluvia,,Cáceres,True,0,1,0,0,39.47753910519658,-6.377428325189714
extremadura,15/10/1954,1954,10,15,4,,,,,False,0,0,0,0,,
extremadura,19/10/1954,1954,10,19,5,,Sequía,,Malpartida de Cáceres,True,0,0,0,0,39.44606886667186,-6.505515540984494
extremadura,25/10/1954,1954,10,25,1,,,,,False,0,0,0,0,,
extremadura,25/10/1954,1954,10,25,2,,,,,False,0,0,0,0,,
extremadura,25/10/1954,1954,10,25,3,,Lluvia,,Aliseda,True,0,0,0,0,39.423077972418,-6.694034836374631
extremadura,27/10/1954,1954,10,27,1,,Sequía,,Cáceres,True,1,1,0,0,39.47753910519658,-6.377428325189714
extremadura,28/10/1954,1954,10,28,4,,,,,False,0,0,0,0,,
extremadura,29/10/1954,1954,10,29,2,,Lluvia,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,08/11/1954,1954,11,8,3,,Sequía,,Provincia de Cáceres,True,1,1,0,1,,
hoy,10/11/1954,1954,11,10,4,CAC,sequía,,Cabeza la Vaca,True,1,0,0,0,38.08575918703869,-6.419344251114348
extremadura,25/11/1954,1954,11,25,4,,,,,False,0,0,0,0,,
hoy,26/11/1954,1954,11,26,2,BAD,,,,False,0,0,0,0,,
extremadura,02/12/1954,1954,12,2,3,,,,,False,0,0,0,0,,
extremadura,28/12/1954,1954,12,28,1,,Sequía,,España,True,0,0,1,0,,
extremadura,03/01/1955,1955,1,3,2,,,,,False,0,0,0,0,,
extremadura,24/01/1955,1955,1,24,3,,Frío,,Hervás,True,1,0,0,0,40.2729367154098,-5.858512295669394
extremadura,01/02/1955,1955,2,1,3,,Lluvia,,España,True,0,0,0,0,,
extremadura,16/02/1955,1955,2,16,2,,,,,False,0,0,0,0,,
extremadura,18/05/1955,1955,5,18,3,,,,,False,0,0,0,0,,
extremadura,24/05/1955,1955,5,24,3,,Graniz,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,26/05/1955,1955,5,26,4,BAD,tormenta,,Zahínos,True,0,0,0,0,38.33155821023243,-6.953137496204532
hoy,27/05/1955,1955,5,27,6,BAD,,,,False,0,0,0,0,,
hoy,06/09/1955,1955,9,6,8,CAC,,,,False,0,0,0,0,,
hoy,09/09/1955,1955,9,9,4,BAD,tormenta,,Castuera,True,0,0,0,0,38.72435378925819,-5.545060273541743
hoy,12/10/1955,1955,10,12,6,BAD,,,,False,0,0,0,0,,
hoy,25/10/1955,1955,10,25,2,BAD,sequía,,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
extremadura,10/11/1955,1955,11,10,3,,Sequía,,Malpartida de Cáceres,True,0,0,0,0,39.44606886667186,-6.505515540984494
extremadura,25/11/1955,1955,11,25,6,,,,,False,0,0,0,0,,
hoy,03/12/1955,1955,12,3,5,CAC,sequía,,Los Santos de Maimona,True,1,0,0,0,38.45117916787635,-6.38212720726155
hoy,17/12/1955,1955,12,17,2,BAD,,,,False,0,0,0,0,,
extremadura,10/01/1957,1957,1,10,3,,,,,False,0,0,0,0,,
extremadura,17/01/1957,1957,1,17,3,,,,,False,0,0,0,0,,
extremadura,18/01/1957,1957,1,18,2,,Frío,,Cáceres,True,0,0,0,1,39.47753910519658,-6.377428325189714
extremadura,21/01/1957,1957,1,21,3,,Sequía,,Hervás,True,0,0,0,0,40.2729367154098,-5.858512295669394
extremadura,02/02/1957,1957,2,2,3,,,,,False,0,0,0,0,,
extremadura,09/02/1957,1957,2,9,2,,Sequía,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,23/04/1957,1957,4,25,6,BAD,Seqía,,Don Benito,True,1,0,0,0,38.95620783267387,-5.859801918815306
hoy,27/04/1957,1957,4,27,6,CAC,,,,False,0,0,0,0,,
extremadura,04/12/1957,1957,12,4,1,,,,,False,0,0,0,0,,
extremadura,10/12/1957,1957,12,10,4,,Helada,,Trujillo,True,0,1,0,0,39.45888638575288,-5.876389783097755
extremadura,11/12/1957,1957,12,11,2,,Frío,,Cáceres,True,0,0,0,1,39.47753910519658,-6.377428325189714
extremadura,14/12/1957,1957,12,14,4,,,,,False,0,0,0,0,,
extremadura,01/02/1958,1958,2,1,3,,,,,False,0,0,0,0,,
hoy,06/02/1958,1958,2,6,6,BAD,Sequía,,Don Benito,True,0,0,0,0,38.95620783267387,-5.859801918815306
hoy,09/02/1958,1958,2,9,3,BAD,,,,False,0,0,0,0,,
extremadura,14/02/1958,1958,2,14,3,,Helada,,Trujillo,True,0,1,0,0,39.45888638575288,-5.876389783097755
extremadura,15/02/1958,1958,2,15,2,,Sequía,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,18/02/1958,1958,2,18,3,,,,,False,0,0,0,0,,
hoy,10/09/1958,1958,9,10,8,BAD,,,,False,0,0,0,0,,
extremadura,22/09/1958,1958,9,22,6,,,,,False,0,0,0,0,,
hoy,25/09/1958,1958,9,25,6,BAD,Sequía,,Llerena,True,1,1,0,0,38.237805569650085,-6.014891730861935
extremadura,30/09/1958,1958,9,30,7,,,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,06/11/1958,1958,11,6,8,,,,,False,0,0,0,0,,
hoy,07/11/1958,1958,11,7,5,BAD,,,,False,0,0,0,0,,
extremadura,08/11/1958,1958,11,8,5,,Sequía,,Torrejón el Rubio,True,1,0,1,0,39.770824622311125,-6.012335249034648
extremadura,12/11/1958,1958,11,12,7,,Sequía,,Torrejón el Rubio,True,0,1,1,0,39.770824622311125,-6.012335249034648
hoy,13/11/1958,1958,11,13,6,BAD,Sequía,,Trujillo,True,1,1,0,0,39.45888638575288,-5.876389783097755
extremadura,14/11/1958,1958,11,14,5,,Sequía,,Malpartida de Cáceres,True,1,1,1,0,39.44606886667186,-6.505515540984494
hoy,16/11/1958,1958,11,16,3,BAD,,,,False,0,0,0,0,,
extremadura,17/11/1958,1958,11,17,5,,,,,False,0,0,0,0,,
extremadura,20/11/1958,1958,11,20,5,,,,,False,0,0,0,0,,
extremadura,21/11/1958,1958,11,21,5,,,,,False,0,0,0,0,,
extremadura,24/11/1958,1958,11,24,2,,,,,False,0,0,0,0,,
extremadura,24/11/1958,1958,11,24,7,,Sequía,,Trujillo,True,0,1,0,0,39.45888638575288,-5.876389783097755
hoy,27/11/1958,1958,11,27,6,BAD,Sequía,,Cabeza del Buey,True,1,1,0,0,38.72344255696252,-5.218974555781275
extremadura,29/11/1958,1958,11,29,2,,Lluvia,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,10/12/1958,1958,12,10,9,,,,,False,0,0,0,0,,
extremadura,17/12/1958,1958,12,17,2,,Granizo,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,20/12/1958,1958,12,20,8,,,,,False,0,0,0,0,,
extremadura,29/12/1958,1958,12,29,5,,Sequía,,Cáceres,True,1,1,1,0,39.47753910519658,-6.377428325189714
extremadura,02/03/1959,1959,3,2,4,,,,,False,0,0,0,0,,
extremadura,05/03/1959,1959,3,5,6,,Lluvia,,Extremadura,True,1,0,0,0,,
extremadura,10/03/1959,1959,3,10,10,,,,,False,0,0,0,0,,
extremadura,31/03/1959,1959,3,31,7,,Granizo,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,02/10/1959,1959,10,2,3,BAD,,,,False,0,0,0,0,,
hoy,13/11/1959,1959,10,13,6,BAD,Sequía,,Cabeza del Buey,True,1,1,0,0,38.72344255696252,-5.218974555781275
extremadura,12/05/1960,1960,5,12,4,,,,,False,0,0,0,0,,
extremadura,27/05/1960,1960,5,27,9,,Lluvia,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,17/09/1961,1961,9,17,8,CAC,,,,False,0,0,0,0,,
hoy,20/09/1961,1961,9,20,2,CAC,Sequía,,Trujillo,True,0,0,0,0,39.45888638575288,-5.876389783097755
hoy,17/03/1962,1962,3,17,9,BAD,sequía,,Zahínos,True,0,0,0,0,38.33155821023243,-6.953137496204532
hoy,20/03/1962,1962,3,20,1,CAC,,,,False,0,0,0,0,,
hoy,01/08/1962,1962,8,1,6,CAC,,,,False,0,0,0,0,,
hoy,23/08/1962,1962,8,23,9,BAD,sequía,,Granja de Torrehermosa,True,1,0,0,0,38.309434946037456,-5.596554823533248
extremadura,10/09/1962,1962,9,10,4,,Calor,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,11/09/1962,1962,9,11,3,BAD,,,,False,0,0,0,0,,
hoy,13/09/1962,1962,9,13,1,BAD,,,,False,0,0,0,0,,
hoy,14/09/1962,1962,9,14,5,BAD,sequía,,Extremadura,True,0,0,0,0,,
hoy,15/09/1962,1962,9,15,4,BAD,tormenta,,Granja de Torrehermosa,True,0,0,0,0,38.309434946037456,-5.596554823533248
hoy,19/09/1962,1962,9,19,5,BAD,,,,False,0,0,0,0,,
hoy,20/09/1962,1962,9,20,2,CAC,sequía,,Plasencia,True,1,0,1,0,40.03535535252543,-6.089134757182878
hoy,21/09/1962,1962,9,21,2,CAC,sequía,,Plaasencia,True,0,0,0,0,,
extremadura,21/09/1962,1962,9,21,4,,Calor,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,22/09/1962,1962,9,22,1,,,,,False,0,0,0,0,,
hoy,22/09/1962,1962,9,22,6,CAC,,,,False,0,0,0,0,,
hoy,23/09/1962,1962,9,23,2,BAD,sequía,,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
hoy,23/09/1962,1962,9,23,10,BAD,,,,False,0,0,0,0,,
hoy,27/09/1962,1962,9,27,1,BAD,,,,False,0,0,0,0,,
extremadura,27/09/1962,1962,9,27,4,,,,,False,0,0,0,0,,
hoy,29/09/1962,1962,9,29,6,BAD,sequía,,Malpartida de Cáceres,True,0,0,0,0,39.44606886667186,-6.505515540984494
extremadura,02/01/1963,1963,1,2,5,,Helada,,Malpartida de Cáceres,True,0,0,0,0,39.44606886667186,-6.505515540984494
extremadura,29/01/1963,1963,1,29,7,,,,,False,0,0,0,0,,
hoy,08/09/1963,1963,9,8,16,CAC,sequía,,Extremadura,True,0,0,0,0,,
hoy,12/09/1963,1963,9,12,3,CAC,,,,False,0,0,0,0,,
hoy,06/10/1963,1963,10,6,8,CAC,sequía,,Bienvenida,True,0,0,0,0,38.2998430954534,-6.208781814117151
extremadura,10/10/1963,1963,10,10,3,,Sequía,,Zafra,True,0,0,0,0,38.42187307146895,-6.416697978031944
hoy,15/10/1963,1963,10,15,9,BAD,,,,False,0,0,0,0,,
hoy,18/10/1963,1963,10,18,8,CAC,sequía,,Peraleda del Zaucejo,True,1,0,0,0,38.47402030582495,-5.566446586078161
extremadura,19/10/1963,1963,10,19,1,,,,,False,0,0,0,0,,
hoy,29/10/1963,1963,10,29,2,BAD,,,,False,0,0,0,0,,
hoy,05/11/1963,1963,11,5,4,CAC,sequía,,Valencia de Alcántara,True,0,0,0,0,39.41026172958824,-7.244173555257091
extremadura,09/11/1963,1963,11,9,3,,Lluvia,,Valverde del Fresno,True,1,1,0,0,40.22291667287971,-6.878290295453885
hoy,23/11/1963,1963,11,23,7,BAD,,,,False,0,0,0,0,,
extremadura,27/11/1963,1963,11,27,6,,,,,False,0,0,0,0,,
hoy,04/02/1964,1964,2,4,7,CAC,,,,False,0,0,0,0,,
hoy,15/02/1964,1964,2,15,4,CAC,Sequía,,Plasencia,True,0,0,0,0,40.03535535252543,-6.089134757182878
extremadura,06/01/1965,1965,1,5,11,,Sequia,,Trujillo,True,0,1,0,0,39.45888638575288,-5.876389783097755
extremadura,08/01/1965,1965,1,8,12,,,,,False,0,0,0,0,,
extremadura,03/02/1965,1965,2,3,9,,Lluvia,,Valencia de Alcántara,True,0,0,0,0,39.41026172958824,-7.244173555257091
extremadura,25/02/1965,1965,2,25,10,,,,,False,0,0,0,0,,
hoy,06/05/1965,1965,5,6,7,BAD,sequía,,Extremadura,True,1,0,0,0,,
extremadura,07/05/1965,1965,5,7,1,,,,,False,0,0,0,0,,
extremadura,08/05/1965,1965,5,8,2,,,,,False,0,0,0,0,,
extremadura,13/05/1965,1965,5,13,3,,Calor,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,13/05/1965,1965,5,13,4,,,,,False,0,0,0,0,,
hoy,13/05/1965,1965,5,13,8,BAD,,,,False,0,0,0,0,,
extremadura,18/05/1965,1965,5,18,9,,Sequía,,Valencia de Alcántara,True,0,0,0,0,39.41026172958824,-7.244173555257091
hoy,22/05/1965,1965,5,22,4,CAC,sequía,,Jaraíz de la Vera,True,0,0,0,0,40.06145730872112,-5.752227484611712
hoy,25/05/1965,1965,5,25,15,BAD,,,,False,0,0,0,0,,
extremadura,27/05/1965,1965,5,27,6,,Sequía,,Extremadura,True,0,0,0,0,,
extremadura,28/05/1965,1965,5,28,22,,Sequía,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,29/05/1965,1965,5,29,5,,,,,False,0,0,0,0,,
hoy,03/06/1965,1965,6,3,10,BAD,,,,False,0,0,0,0,,
hoy,05/06/1965,1965,6,5,3,CAC,nieve,,Valle del Jerte,True,1,0,1,0,,
hoy,23/06/1965,1965,6,23,4,CAC,sequía,,Jaraíz de la Vera,True,0,0,0,0,40.06145730872112,-5.752227484611712
hoy,27/06/1965,1965,6,27,6,CAC,,,,False,0,0,0,0,,
hoy,08/07/1965,1965,7,8,8,BAD,sequía,,Zahínos,True,1,0,0,0,38.33155821023243,-6.953137496204532
hoy,11/07/1965,1965,7,11,1,BAD,sequía,,Extremadura,True,1,0,0,0,,
hoy,11/07/1965,1965,7,11,4,CAC,sequía,,Plasencia,True,0,0,1,0,40.03535535252543,-6.089134757182878
hoy,15/07/1965,1965,7,15,5,BAD,,,,False,0,0,0,0,,
hoy,16/07/1965,1965,7,16,1,CAC,,,,False,0,0,0,0,,
hoy,17/07/1965,1965,7,17,2,BAD,,,,False,0,0,0,0,,
hoy,01/08/1965,1965,8,1,10,BAD,,,,False,0,0,0,0,,
hoy,04/08/1965,1965,8,4,3,CAC,,,,False,0,0,0,0,,
extremadura,05/08/1965,1965,8,5,4,,Sequía,,Plasencia y Valle del Jerte,True,0,0,1,0,40.03535535252543,-6.089134757182878
hoy,06/08/1965,1965,8,6,3,CAC,sequía,,Valle del Jerte,True,0,0,0,0,,
extremadura,10/08/1965,1965,8,10,8,,,,,False,0,0,0,0,,
hoy,11/08/1965,1965,8,11,5,BAD,,,,False,0,0,0,0,,
extremadura,13/08/1965,1965,8,13,10,,,,,False,0,0,0,0,,
hoy,14/08/1965,1965,8,14,3,CAC,sequía,,Plasencia,True,0,0,0,0,40.03535535252543,-6.089134757182878
extremadura,21/08/1965,1965,8,21,4,,,,,False,0,0,0,0,,
hoy,23/08/1965,1965,8,28,3,CAC,sequía,el el programa sale el 28,Valle del Jerte,True,0,0,1,0,,
extremadura,30/08/1965,1965,8,30,3,,Sequía,,Plasencia,True,0,0,1,0,40.03535535252543,-6.089134757182878
extremadura,31/08/1965,1965,8,31,10,,Sequía,,Las Hurdes,True,0,0,0,0,,
extremadura,02/09/1965,1965,9,2,6,,,,,False,0,0,0,0,,
extremadura,02/09/1965,1965,9,2,9,,Sequía,,Torrejón el Rubio,True,0,0,0,0,39.770824622311125,-6.012335249034648
extremadura,04/09/1965,1965,9,4,9,,Lluvia,,Valencia de Alcántara,True,0,0,1,0,39.41026172958824,-7.244173555257091
extremadura,08/09/1965,1965,9,8,2,,,,,False,0,0,0,0,,
extremadura,10/09/1965,1965,9,10,3,,,,,False,0,0,0,0,,
extremadura,11/09/1965,1965,9,11,3,,Sequía,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,16/09/1965,1965,9,16,8,BAD,,,,False,0,0,0,0,,
hoy,16/09/1965,1965,9,16,11,BAD,,,,False,0,0,0,0,,
extremadura,22/09/1965,1965,9,22,4,,,,,False,0,0,0,0,,
extremadura,24/09/1965,1965,9,24,3,,Lluvia,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
hoy,25/09/1965,1965,9,25,1,CAC,sequía,,Badajoz,True,0,0,0,0,38.871034753836994,-6.975421049278072
extremadura,25/09/1965,1965,9,25,8,,Lluvia,,Valencia de Alcántara,True,0,0,0,0,39.41026172958824,-7.244173555257091
hoy,26/09/1965,1965,9,26,3,CAC,sequía,,Plasencia,True,0,0,0,0,40.03535535252543,-6.089134757182878
extremadura,27/09/1965,1965,9,27,2,,,,,False,0,0,0,0,,
hoy,01/10/1965,1965,10,1,4,CAC,tormenta,,Valle del Jerte,True,0,0,0,0,,
hoy,03/10/1965,1965,10,3,11,SUP,,,,False,0,0,0,0,,
hoy,28/10/1965,1965,10,28,3,CAC,sequía,,Plasencia,True,0,1,0,0,40.03535535252543,-6.089134757182878
hoy,28/10/1965,1965,10,28,5,BAD,,,,False,0,0,0,0,,
hoy,07/11/1965,1965,11,7,4,CAC,sequía,,Valle del Jerte,True,1,0,1,0,,
hoy,19/11/1965,1965,11,19,10,CAC,,,,False,0,0,0,0,,
extremadura,28/12/1965,1965,12,28,3,,Lluvia,,Cáceres,True,0,0,0,0,39.47753910519658,-6.377428325189714
extremadura,29/12/1965,1965,12,29,3,,,,,False,0,0,0,0,,
hoy,10/02/1966,1966,2,10,6,BAD,,,,False,0,0,0,0,,
hoy,19/02/1966,1966,2,19,3,CAC,nieve,,Valle del Jerte,True,1,0,0,0,,
hoy,08/04/1966,1966,4,8,10,CAC,tormentas,,Granja de Torrehermosa,True,0,0,0,0,38.309434946037456,-5.596554823533248
hoy,22/04/1966,1966,4,22,12,BAD,,,,False,0,0,0,0,,
extremadura,03/02/1967,1967,2,3,2,,,,,False,0,0,0,0,,
extremadura,24/02/1967,1967,2,24,5,,Sequía,,Cáceres,True,1,0,0,0,39.47753910519658,-6.377428325189714
extremadura,09/08/1967,1967,8,9,11,,,,,False,0,0,0,0,,
extremadura,26/08/1967,1967,8,26,7,,,,,False,0,0,0,0,,
extremadura,28/08/1967,1967,8,28,2,,Lluvia,,Cáceres,True,0,0,1,0,39.47753910519658,-6.377428325189714
extremadura,29/08/1967,1967,8,29,3,,Lluvia,,Cáceres,True,0,0,1,0,39.47753910519658,-6.377428325189714
extremadura,08/09/1967,1967,9,8,12,,,,,False,0,0,0,0,,
extremadura,20/09/1967,1967,9,20,4,,,,,False,0,0,0,0,,
extremadura,20/09/1967,1967,9,21,3,,Sequía,,Cáceres,True,0,0,1,0,39.47753910519658,-6.377428325189714
extremadura,23/09/1967,1967,9,23,8,,Lluvia,,Valencia de Alcántara,True,0,0,0,0,39.41026172958824,-7.244173555257091
extremadura,03/10/1967,1967,10,3,1,,,,,False,0,0,0,0,,
extremadura,05/10/1967,1967,10,5,11,,Lluvia,,Valencia de Alcántara,True,0,0,0,0,39.41026172958824,-7.244173555257091
